7759,2021_0,PatchTST,weather,96,S,0.006966327,0.053325947
7763,2021_0,PatchTST,weather,192,S,0.029351445,0.072989576
7760,2021_0,PatchTST,weather,336,S,0.011686155,0.056718647
7751,2021_0,PatchTST,ETTm2,192,S,0.13649113,0.26995727
7750,2021_0,PatchTST,ETTm2,96,S,0.08881124,0.21570347
7758,2021_0,PatchTST,weather,720,S,0.05495494,0.06533215
7753,2021_0,PatchTST,ETTm2,336,S,0.18685542,0.32197824
7761,2021_0,PatchTST,ETTm2,192,M,0.26972583,0.32858527
7764,2021_0,PatchTST,ETTm2,96,M,0.18941571,0.27262288
7765,2021_0,PatchTST,ETTm2,336,M,0.3368071,0.36915836
7752,2021_0,PatchTST,ETTm2,720,S,0.21951337,0.36701936
7762,2021_0,PatchTST,ETTm2,720,M,0.425801,0.42504826
7755,2021_0,PatchTST,weather,96,M,0.15218991,0.19975835
7757,2021_0,PatchTST,weather,192,M,0.20746204,0.2506786
7756,2021_0,PatchTST,weather,336,M,0.27277997,0.29471025
7754,2021_0,PatchTST,weather,720,M,0.34223256,0.34516206
7766,2021_1,PatchTST,weather,96,S,0.0027794,0.03743035
7767,2021_1,PatchTST,weather,192,S,0.03001316,0.06311861
7768,2021_1,PatchTST,weather,336,S,0.081935264,0.096013546
7769,2021_1,PatchTST,ETTm2,192,S,0.13419265,0.270239
7770,2021_1,PatchTST,ETTm2,96,S,0.09098288,0.21631725
7771,2021_1,PatchTST,weather,720,S,0.1061303,0.07433212
7772,2021_1,PatchTST,ETTm2,336,S,0.18522948,0.32308984
7773,2021_1,PatchTST,ETTm2,192,M,0.27616653,0.33106503
7774,2021_1,PatchTST,ETTm2,96,M,0.18664554,0.26955485
7775,2021_1,PatchTST,ETTm2,336,M,0.34033534,0.37288117
7776,2021_1,PatchTST,ETTm2,720,S,0.22741525,0.37115905
7782,2021_2,PatchTST,weather,96,S,0.00484232,0.04680555
7777,2021_1,PatchTST,ETTm2,720,M,0.42815712,0.4278692
7783,2021_2,PatchTST,weather,192,S,0.021273624,0.07868228
7784,2021_2,PatchTST,weather,336,S,0.03694882,0.08976512
7778,2021_1,PatchTST,weather,96,M,0.15215571,0.19986612
7779,2021_1,PatchTST,weather,192,M,0.20727883,0.2500722
7785,2021_2,PatchTST,ETTm2,192,S,0.134632,0.27172637
7780,2021_1,PatchTST,weather,336,M,0.2738495,0.29429674
7786,2021_2,PatchTST,ETTm2,96,S,0.0925716,0.21835916
7787,2021_2,PatchTST,weather,720,S,0.038649738,0.067930475
7781,2021_1,PatchTST,weather,720,M,0.34811598,0.34837022
7788,2021_2,PatchTST,ETTm2,336,S,0.16287458,0.30131793
7789,2021_2,PatchTST,ETTm2,192,M,0.26635423,0.32482517
7790,2021_2,PatchTST,ETTm2,96,M,0.18679896,0.2705584
7791,2021_2,PatchTST,ETTm2,336,M,0.33282518,0.36612144
7792,2021_2,PatchTST,ETTm2,720,S,0.2193529,0.36409742
7793,2021_2,PatchTST,ETTm2,720,M,0.42880598,0.43024006
7798,2021_2,PatchTST,weather,96,M,0.1514681,0.19922018
7799,2021_2,PatchTST,weather,192,M,0.20807472,0.24984464
7801,2021_2,PatchTST,weather,336,M,0.27086747,0.29467008
7807,2021_2,PatchTST,weather,720,M,0.34189594,0.3455445
7896,2021_0,Autoformer,weather,96,S,0.018629504,0.09677429
7895,2021_0,Autoformer,ETTm2,96,S,0.12993011,0.27329051
7904,2021_0,Autoformer,ETTm2,192,M,0.34044355,0.37258506
7899,2021_0,Autoformer,ETTm2,336,S,0.15156658,0.30304664
7910,2021_0,Autoformer,ETTm2,336,M,0.40490624,0.4035932
7903,2021_0,Autoformer,ETTm2,96,M,0.28550065,0.3460968
7894,2021_0,Autoformer,ETTm2,192,S,0.15591772,0.30283266
7909,2021_0,Autoformer,ETTm2,720,M,0.5868865,0.49291655
7898,2021_0,Autoformer,ETTm2,720,S,0.2738988,0.38337067
7911,2021_1,Autoformer,weather,96,S,0.006223491,0.06413244
7912,2021_1,Autoformer,ETTm2,96,S,0.22794856,0.3130219
7913,2021_1,Autoformer,ETTm2,192,M,0.31761628,0.36367404
7914,2021_1,Autoformer,ETTm2,336,S,0.20940092,0.34568733
7915,2021_1,Autoformer,ETTm2,336,M,0.36320502,0.38980517
7916,2021_1,Autoformer,ETTm2,96,M,0.2707912,0.3346973
7917,2021_1,Autoformer,ETTm2,192,S,0.19236635,0.32929972
7920,2021_2,Autoformer,weather,96,S,0.008085835,0.071888655
7918,2021_1,Autoformer,ETTm2,720,M,0.62257874,0.53269213
7921,2021_2,Autoformer,ETTm2,96,S,0.14279294,0.28838736
7919,2021_1,Autoformer,ETTm2,720,S,0.20076224,0.34599003
7922,2021_2,Autoformer,ETTm2,192,M,0.32139152,0.35878697
7923,2021_2,Autoformer,ETTm2,336,S,0.22653697,0.3706398
7924,2021_2,Autoformer,ETTm2,336,M,0.39635897,0.4020718
7926,2021_2,Autoformer,ETTm2,192,S,0.15661085,0.30517596
7925,2021_2,Autoformer,ETTm2,96,M,0.2605999,0.33365318
7927,2021_0,Autoformer,weather,192,S,0.006332852,0.060431436
7930,2021_0,Autoformer,weather,336,S,0.005541721,0.05176424
7928,2021_2,Autoformer,ETTm2,720,M,0.47814208,0.45018896
7929,2021_2,Autoformer,ETTm2,720,S,0.28531146,0.38885698
7936,2021_1,Autoformer,weather,192,S,0.004676258,0.051984966
7931,2021_0,Autoformer,weather,720,S,0.00478297,0.05358553
7937,2021_1,Autoformer,weather,336,S,0.00463147,0.05141826
7938,2021_0,Autoformer,weather,96,M,0.3412465,0.38599014
7940,2021_0,Autoformer,weather,192,M,0.33333775,0.3869596
7941,2021_2,Autoformer,weather,192,S,0.004433042,0.050288618
7943,2021_2,Autoformer,weather,336,S,0.00534285,0.055874854
7942,2021_1,Autoformer,weather,720,S,0.006530243,0.05864617
7945,2021_1,Autoformer,weather,192,M,0.31225258,0.37156546
7944,2021_1,Autoformer,weather,96,M,0.28589535,0.35192996
7946,2021_0,Autoformer,weather,336,M,0.3690252,0.39860862
7947,2021_0,Autoformer,weather,720,M,0.91577077,0.6708399
7949,2021_2,Autoformer,weather,192,M,0.31337228,0.36934197
7905,2021_0,FEDformer,ETTm2,336,M,0.3277488,0.37116826
7948,2021_2,Autoformer,weather,720,S,0.004784131,0.054196496
7908,2021_0,FEDformer,ETTm2,192,M,0.25629976,0.32387587
7950,2021_2,Autoformer,weather,96,M,0.3439468,0.3976866
7906,2021_0,FEDformer,ETTm2,720,M,0.46009272,0.4450158
7901,2021_0,FEDformer,ETTm2,720,S,0.19008754,0.34052965
7902,2021_0,FEDformer,ETTm2,336,S,0.1514117,0.29829875
7900,2021_0,FEDformer,ETTm2,192,S,0.095959336,0.23516066
7907,2021_0,FEDformer,ETTm2,96,M,0.1990358,0.29023057
7897,2021_0,FEDformer,ETTm2,96,S,0.06558771,0.19221406
7951,2021_1,Autoformer,weather,336,M,0.38238087,0.40645918
7952,2021_1,Autoformer,weather,720,M,0.44822833,0.43993694
7964,2021_2,Autoformer,weather,336,M,0.37537917,0.40785307
7965,2021_2,Autoformer,weather,720,M,0.42247412,0.43201685
7932,2021_0,FEDformer,weather,96,S,0.01907544,0.12518628
7933,2021_0,FEDformer,weather,192,S,0.05313374,0.2178465
7934,2021_0,FEDformer,weather,336,S,0.006391968,0.06484706
7935,2021_0,FEDformer,weather,720,S,0.007827935,0.07092809
7953,2021_0,FEDformer,weather,96,M,0.25178054,0.3253462
7956,2021_0,FEDformer,weather,192,M,0.29232618,0.34907624
7954,2021_1,FEDformer,ETTm2,336,M,0.33651718,0.3763193
7955,2021_1,FEDformer,ETTm2,192,M,0.2561925,0.3213339
7958,2021_1,FEDformer,ETTm2,720,M,0.43149576,0.43334806
7959,2021_1,FEDformer,ETTm2,720,S,0.18991283,0.335779
7957,2021_0,FEDformer,weather,336,M,0.33488685,0.38244385
7960,2021_1,FEDformer,ETTm2,336,S,0.1273161,0.27474996
7961,2021_1,FEDformer,ETTm2,192,S,0.09917292,0.24049875
7962,2021_1,FEDformer,ETTm2,96,M,0.21529199,0.30344737
7963,2021_1,FEDformer,ETTm2,96,S,0.066241056,0.19240235
7966,2021_0,FEDformer,weather,720,M,0.5257952,0.509548
7968,2021_1,FEDformer,weather,192,S,0.007194521,0.06760037
7967,2021_1,FEDformer,weather,96,S,0.007040548,0.06893002
7969,2021_1,FEDformer,weather,336,S,0.003832639,0.049232546
7970,2021_1,FEDformer,weather,720,S,0.007041011,0.06680024
7971,2021_1,FEDformer,weather,96,M,0.22351058,0.30103222
7972,2021_1,FEDformer,weather,192,M,0.27979943,0.33979973
7973,2021_2,FEDformer,ETTm2,336,M,0.34523866,0.3773135
7974,2021_2,FEDformer,ETTm2,192,M,0.25639066,0.3227321
7975,2021_2,FEDformer,ETTm2,720,M,0.43475214,0.43473476
7976,2021_2,FEDformer,ETTm2,720,S,0.1837176,0.33190873
7977,2021_1,FEDformer,weather,336,M,0.35916683,0.39512715
7978,2021_2,FEDformer,ETTm2,336,S,0.13348979,0.28202173
7979,2021_2,FEDformer,ETTm2,192,S,0.09942722,0.24152632
7980,2021_2,FEDformer,ETTm2,96,M,0.20669286,0.29778948
7981,2021_2,FEDformer,ETTm2,96,S,0.0665498,0.19370499
7983,2021_2,FEDformer,weather,192,S,0.013675518,0.0974651
7984,2021_2,FEDformer,weather,96,S,0.00699732,0.06659536
7985,2021_2,FEDformer,weather,336,S,0.00233723,0.03782651
7982,2021_1,FEDformer,weather,720,M,0.41858575,0.43449572
7986,2021_2,FEDformer,weather,720,S,0.008075275,0.07350662
7987,2021_2,FEDformer,weather,96,M,0.22891726,0.3062111
7988,2021_2,FEDformer,weather,192,M,0.27763346,0.33728087
7989,2021_2,FEDformer,weather,336,M,0.33311814,0.38148406
7990,2021_2,FEDformer,weather,720,M,0.46990928,0.4601398
