7711,2021_0,PatchTST,weather,192,S,0.08986998,0.11858632
7710,2021_0,PatchTST,weather,96,S,0.013655323,0.07303938
7712,2021_0,PatchTST,weather,336,S,0.0234661,0.06778146
7708,2021_0,PatchTST,weather,720,S,0.106912725,0.07632996
7702,2021_0,PatchTST,ETTm2,192,S,0.1341487,0.26809233
7703,2021_0,PatchTST,ETTm2,336,S,0.18302146,0.31883562
7700,2021_0,PatchTST,ETTm2,96,S,0.087338254,0.21425778
7714,2021_0,PatchTST,ETTm2,192,M,0.2727052,0.33074743
7713,2021_0,PatchTST,ETTm2,336,M,0.34002814,0.37172654
7715,2021_0,PatchTST,ETTm2,96,M,0.19059002,0.27379462
7701,2021_0,PatchTST,ETTm2,720,S,0.21830589,0.3655961
7709,2021_0,PatchTST,ETTm2,720,M,0.43158796,0.4288567
7706,2021_0,PatchTST,weather,192,M,0.20648357,0.25009564
7705,2021_0,PatchTST,weather,96,M,0.15128326,0.19854811
7707,2021_0,PatchTST,weather,336,M,0.27349022,0.2947053
7704,2021_0,PatchTST,weather,720,M,0.3431095,0.34471497
7716,2021_1,PatchTST,weather,192,S,0.16342838,0.14224109
7717,2021_1,PatchTST,weather,96,S,0.008718802,0.05999566
7718,2021_1,PatchTST,weather,336,S,0.051089056,0.10147302
7719,2021_1,PatchTST,weather,720,S,0.040663045,0.08177456
7720,2021_1,PatchTST,ETTm2,192,S,0.12789977,0.2675958
7721,2021_1,PatchTST,ETTm2,336,S,0.17641781,0.31264395
7722,2021_1,PatchTST,ETTm2,96,S,0.09457528,0.21791945
7723,2021_1,PatchTST,ETTm2,192,M,0.2638346,0.32459244
7724,2021_1,PatchTST,ETTm2,336,M,0.34476167,0.3745103
7725,2021_1,PatchTST,ETTm2,96,M,0.18675657,0.27100402
7726,2021_1,PatchTST,ETTm2,720,S,0.2243397,0.36691636
7727,2021_1,PatchTST,ETTm2,720,M,0.4365075,0.43248758
7732,2021_2,PatchTST,weather,192,S,0.06881693,0.0878695
7733,2021_2,PatchTST,weather,96,S,0.017716788,0.07636662
7734,2021_2,PatchTST,weather,336,S,0.0314152,0.06261954
7735,2021_2,PatchTST,weather,720,S,0.14390273,0.08940001
7736,2021_2,PatchTST,ETTm2,192,S,0.14311081,0.27524307
7728,2021_1,PatchTST,weather,192,M,0.2099749,0.25054413
7730,2021_1,PatchTST,weather,336,M,0.2784465,0.29728296
7729,2021_1,PatchTST,weather,96,M,0.15280178,0.20100105
7731,2021_1,PatchTST,weather,720,M,0.34169576,0.34376955
7737,2021_2,PatchTST,ETTm2,336,S,0.17575455,0.31208217
7738,2021_2,PatchTST,ETTm2,96,S,0.08620107,0.21475555
7739,2021_2,PatchTST,ETTm2,192,M,0.2742339,0.32929325
7740,2021_2,PatchTST,ETTm2,336,M,0.34350538,0.37401646
7741,2021_2,PatchTST,ETTm2,96,M,0.19175167,0.27393755
7742,2021_2,PatchTST,ETTm2,720,S,0.22990434,0.37355903
7743,2021_2,PatchTST,ETTm2,720,M,0.441243,0.43640116
7744,2021_2,PatchTST,weather,192,M,0.21017034,0.2521507
7745,2021_2,PatchTST,weather,336,M,0.27857912,0.297393
7746,2021_2,PatchTST,weather,96,M,0.15317927,0.19970125
7747,2021_2,PatchTST,weather,720,M,0.35293752,0.3530744
7795,2021_0,Autoformer,ETTm2,96,S,0.10289646,0.24246137
7794,2021_0,Autoformer,ETTm2,192,S,0.14690258,0.29440394
7796,2021_0,Autoformer,ETTm2,336,S,0.14142767,0.2937474
7797,2021_0,Autoformer,ETTm2,720,S,0.48388794,0.49453932
7804,2021_1,Autoformer,ETTm2,96,S,0.11352587,0.2535266
7805,2021_1,Autoformer,ETTm2,192,S,0.16927974,0.31241593
7806,2021_1,Autoformer,ETTm2,336,S,0.20514613,0.34518954
7809,2021_0,Autoformer,ETTm2,96,M,0.2650181,0.33535647
7810,2021_0,Autoformer,ETTm2,192,M,0.33395085,0.3748083
7812,2021_2,Autoformer,ETTm2,96,S,0.13681966,0.28172496
7814,2021_2,Autoformer,ETTm2,192,S,0.15000468,0.29816678
7813,2021_0,Autoformer,ETTm2,336,M,0.39487037,0.40334338
7811,2021_1,Autoformer,ETTm2,720,S,0.20737335,0.3497247
7815,2021_2,Autoformer,ETTm2,336,S,0.21444476,0.35940012
7816,2021_1,Autoformer,ETTm2,96,M,0.25775942,0.3301792
7817,2021_1,Autoformer,ETTm2,192,M,0.30805385,0.358034
7821,2021_1,Autoformer,ETTm2,336,M,0.36208695,0.3888821
7818,2021_0,Autoformer,ETTm2,720,M,0.5436718,0.48196903
7824,2021_2,Autoformer,ETTm2,96,M,0.2512378,0.32787865
7822,2021_2,Autoformer,ETTm2,720,S,0.24163711,0.37142727
7826,2021_2,Autoformer,ETTm2,192,M,0.30736253,0.35357702
7827,2021_2,Autoformer,ETTm2,336,M,0.39718792,0.405853
7829,2021_0,Autoformer,weather,96,S,0.015405871,0.107885435
7831,2021_0,Autoformer,weather,192,S,0.021381853,0.11513984
7830,2021_0,Autoformer,weather,336,S,0.005968117,0.05682075
7828,2021_1,Autoformer,ETTm2,720,M,0.54104036,0.50082695
7832,2021_0,Autoformer,weather,720,S,0.006398852,0.0613487
7836,2021_1,Autoformer,weather,96,S,0.1492958,0.28532648
7837,2021_1,Autoformer,weather,192,S,0.011510406,0.07281008
7838,2021_1,Autoformer,weather,336,S,0.007842107,0.06822877
7839,2021_2,Autoformer,ETTm2,720,M,0.48666522,0.45500597
7842,2021_2,Autoformer,weather,96,S,0.012153899,0.08739307
7841,2021_1,Autoformer,weather,720,S,0.006353234,0.06002512
7843,2021_2,Autoformer,weather,192,S,0.012748676,0.080445625
7844,2021_2,Autoformer,weather,336,S,0.008287416,0.0636338
7845,2021_0,Autoformer,weather,96,M,0.3473407,0.39270923
7800,2021_0,FEDformer,ETTm2,96,S,0.06919664,0.1966688
7846,2021_0,Autoformer,weather,192,M,0.33574158,0.3888073
7803,2021_0,FEDformer,ETTm2,336,S,0.14714383,0.29355225
7802,2021_0,FEDformer,ETTm2,192,S,0.10409158,0.2455246
7848,2021_0,Autoformer,weather,336,M,0.36687145,0.3970813
7847,2021_2,Autoformer,weather,720,S,0.03878696,0.09874389
7808,2021_0,FEDformer,ETTm2,720,S,0.20001939,0.35151687
7850,2021_1,Autoformer,weather,96,M,0.28112048,0.35047582
7849,2021_0,Autoformer,weather,720,M,1.0093523,0.69462794
7852,2021_1,Autoformer,weather,192,M,0.3164789,0.3745128
7855,2021_1,Autoformer,weather,336,M,0.3746085,0.4020547
7858,2021_2,Autoformer,weather,96,M,0.31521443,0.37829468
7860,2021_2,Autoformer,weather,192,M,0.31475624,0.37097245
7859,2021_1,Autoformer,weather,720,M,0.48185432,0.44711062
7861,2021_2,Autoformer,weather,336,M,0.37032002,0.40635312
7819,2021_0,FEDformer,ETTm2,96,M,0.22362512,0.31337485
7820,2021_0,FEDformer,ETTm2,192,M,0.2566403,0.32431656
7823,2021_0,FEDformer,ETTm2,336,M,0.32981926,0.37220997
7825,2021_0,FEDformer,ETTm2,720,M,0.4670036,0.44997486
7864,2021_2,Autoformer,weather,720,M,0.42050415,0.43097383
7834,2021_0,FEDformer,weather,192,S,0.11848742,0.33192757
7833,2021_0,FEDformer,weather,96,S,0.111219645,0.31450328
7835,2021_0,FEDformer,weather,336,S,0.00678549,0.06529068
7840,2021_0,FEDformer,weather,720,S,0.008509695,0.073478006
7856,2021_0,FEDformer,weather,96,M,0.26326215,0.33544317
7851,2021_1,FEDformer,ETTm2,96,S,0.066885136,0.19392031
7853,2021_1,FEDformer,ETTm2,336,S,0.12150745,0.26951042
7854,2021_1,FEDformer,ETTm2,192,S,0.0978194,0.23899041
7857,2021_1,FEDformer,ETTm2,720,S,0.18763933,0.33451876
7862,2021_0,FEDformer,weather,192,M,0.30671856,0.36091328
7863,2021_0,FEDformer,weather,336,M,0.39175797,0.41914028
7865,2021_0,FEDformer,weather,720,M,0.5407277,0.51559293
7866,2021_1,FEDformer,ETTm2,96,M,0.227155,0.31271458
7867,2021_1,FEDformer,ETTm2,192,M,0.2551318,0.32093653
7868,2021_1,FEDformer,ETTm2,336,M,0.32991993,0.37276018
7870,2021_1,FEDformer,weather,192,S,0.007893124,0.07057631
7869,2021_1,FEDformer,ETTm2,720,M,0.43187538,0.43491304
7872,2021_1,FEDformer,weather,336,S,0.005034313,0.057710722
7871,2021_1,FEDformer,weather,96,S,0.08769688,0.258047
7873,2021_1,FEDformer,weather,720,S,0.005926448,0.061717607
7874,2021_1,FEDformer,weather,96,M,0.25043228,0.32154134
7876,2021_2,FEDformer,ETTm2,336,S,0.16444305,0.3147825
7875,2021_2,FEDformer,ETTm2,96,S,0.06754854,0.19707179
7878,2021_2,FEDformer,ETTm2,720,S,0.18270773,0.3309771
7877,2021_2,FEDformer,ETTm2,192,S,0.09855391,0.24135676
7879,2021_1,FEDformer,weather,192,M,0.30344647,0.3617426
7880,2021_1,FEDformer,weather,336,M,0.3672278,0.40396205
7882,2021_2,FEDformer,ETTm2,96,M,0.2055219,0.29511294
7881,2021_1,FEDformer,weather,720,M,0.43405318,0.4436461
7883,2021_2,FEDformer,ETTm2,192,M,0.25889477,0.32458478
7884,2021_2,FEDformer,ETTm2,336,M,0.34038016,0.37586954
7885,2021_2,FEDformer,weather,192,S,0.04809559,0.20006089
7887,2021_2,FEDformer,weather,336,S,0.00312999,0.044644613
7889,2021_2,FEDformer,weather,720,S,0.008177401,0.072081745
7888,2021_2,FEDformer,weather,96,S,0.06718343,0.22278832
7886,2021_2,FEDformer,ETTm2,720,M,0.43129665,0.43249148
7890,2021_2,FEDformer,weather,96,M,0.241171,0.31621978
7891,2021_2,FEDformer,weather,192,M,0.2838537,0.34171346
7892,2021_2,FEDformer,weather,336,M,0.33344203,0.38564333
7893,2021_2,FEDformer,weather,720,M,0.4671281,0.4579287
